#SUBMITTED ID	ANNOTATION_SYMBOL	LOCATION_ARM	NAME	SYMBOL
FBgn0038237	CG8279	3R	Phosphodiesterase 6	Pde6
FBgn0004577	CG3477	3R	Peroxidase	Pxd
FBgn0035762	CG8605	3L	RAD50 interactor 1	Rint1
FBgn0030007	CG2263	X	Phenylalanyl-tRNA synthetase, alpha-subunit	alpha-PheRS
FBgn0026324	CG3069	2L	TBP-associated factor 10b	Taf10b
FBgn0032470	CG5142	2L	Tetratricopeptide repeat domain 30	Ttc30
FBgn0010358	CG12351	2R	deltaTrypsin	deltaTry
FBgn0030941	CG6531	X	wengen	wgn
FBgn0020497	CG13387	2L	embargoed	emb
FBgn0037576	CG7454	3R	Odorant receptor 85a	Or85a
FBgn0033043	CG12754	2R	Odorant receptor 42b	Or42b
FBgn0004394	CG12287	2L	POU domain protein 2	pdm2
FBgn0003068	CG2647	X	period	per
FBgn0003292	CG6097	3L	rotated abdomen	rt
FBgn0010015	CG1455	3R	Calcineurin A1	CanA1
FBgn0051158	CG31158	3R	Exchange factor for Arf 6	Efa6
FBgn0005613	CG8404	2R	Sox box protein 15	Sox15
FBgn0004567	CG2939	2L	sloppy paired 2	slp2
FBgn0030966	CG7280	X	shopper	shop
FBgn0011291	CG4079	2L	TBP-associated factor 11	Taf11
FBgn0011232	CG3766	2L	scattered	scat
FBgn0035704	CG10144	3L	Vacuolar protein sorting 8	Vps8
FBgn0038268	CG3631	3R	-	CG3631
FBgn0036661	CG9705	3L	-	CG9705
FBgn0004635	CG1004	3L	rhomboid	rho
FBgn0024985	CG11448	X	Rab interacting lysosomal protein like	Rilpl
FBgn0014380	CG9366	3R	Rho-like	RhoL
FBgn0285947	CG14206	X	Ribosomal protein S10b	RpS10b
FBgn0264270	CG43770	X	Sex lethal	Sxl
FBgn0015298	CG4457	3L	Signal recognition particle 19	Srp19
FBgn0040338	CG11639	X	TfIIA-S-2	TfIIA-S-2
FBgn0034894	CG4091	2R	salivary glands marred	sigmar
FBgn0052281	CG32281	3L	-	CG32281
FBgn0044419	CG33718	3L	Pmi	Pmi
FBgn0042641	CG3874	3L	fringe connection	frc
FBgn0283535	CG1088	3R	Vacuolar H[+]-ATPase 26kD subunit	Vha26
FBgn0011737	CG4488	2L	Wee1 kinase	Wee1
FBgn0086785	CG10711	3L	Vacuolar protein sorting 36	Vps36
FBgn0004047	CG11129	X	Yolk protein 3	Yp3
FBgn0034795	CG3695	2R	Mediator complex subunit 23	MED23
FBgn0037822	CG14683	3R	-	CG14683
FBgn0005616	CG3241	2L	male-specific lethal 2	msl-2
FBgn0037322	CG10612	3R	Odorant receptor 83a	Or83a
FBgn0000479	CG32498	X	dunce	dnc
FBgn0025629	CG4045	X	-	CG4045
FBgn0003891	CG9450	2R	tudor	tud
FBgn0003863	CG18444	2R	alphaTrypsin	alphaTry
FBgn0030863	CG8188	X	-	CG8188
FBgn0005411	CG9998	X	U2 small nuclear riboprotein auxiliary factor 50	U2af50
FBgn0265575	CG44402	X	yin	yin
FBgn0261363	CG42640	2R	Prophenoloxidase 3	PPO3
FBgn0011826	CG9842	X	Protein phosphatase 2B at 14D	Pp2B-14D
FBgn0032445	CG6153	2L	-	CG6153
FBgn0025381	CG14782	X	rush hour	rush
FBgn0037716	CG8273	3R	Son RNA binding protein	Son
FBgn0002716	CG7753	2R	meiotic W68	mei-W68
FBgn0052380	CG32380	3L	SMSr	SMSr
FBgn0003514	CG3595	X	spaghetti squash	sqh
FBgn0263873	CG43720	2L	sickie	sick
FBgn0250789	CG1977	3L	alpha Spectrin	alpha-Spec
FBgn0037810	CG12819	3R	slender lobes	sle
FBgn0038504	CG5407	3R	Sur-8	Sur-8
FBgn0025355	CG7869	3L	Suppressor of Under-Replication	SuUR
FBgn0015558	CG1693	X	tweety	tty
FBgn0003862	CG8651	3R	trithorax	trx
FBgn0003963	CG2762	2L	u-shaped	ush
FBgn0037324	CG10609	3R	Odorant receptor co-receptor	Orco
FBgn0027497	CG1098	3R	MLF1-adaptor molecule	Madm
FBgn0053238	CG33238	X	Ste:CG33238	Ste:CG33238
FBgn0040384	CG32795	X	-	CG32795
FBgn0035853	CG7375	3L	NEDD8-conjugating enzyme UbcE2M	UbcE2M
FBgn0260936	CG5505	3L	scrawny	scny
FBgn0030258	CG1552	X	-	CG1552
FBgn0035213	CG2199	3L	-	CG2199
FBgn0017579	CG6253	3L	Ribosomal protein L14	RpL14
FBgn0010078	CG3661	2R	Ribosomal protein L23	RpL23
FBgn0266411	CG45051	3R	similar	sima
FBgn0031973	CG7219	2L	Serpin 28Dc	Spn28Dc
FBgn0016977	CG18497	2L	split ends	spen
FBgn0029157	CG6238	3R	slingshot	ssh
FBgn0016976	CG12500	X	stoned A	stnA
FBgn0003559	CG17170	X	suppressor of forked	su(f)
FBgn0034902	CG5532	2R	-	CG5532
FBgn0037855	CG6621	3R	-	CG6621
FBgn0036998	CG5969	3L	-	CG5969
FBgn0032050	CG13096	2L	-	CG13096
FBgn0053532	CG33532	2L	lectin-37Da	lectin-37Da
FBgn0034350	CG5189	2R	-	CG5189
FBgn0013987	CG3086	X	MAP kinase activated protein-kinase-2	MAPk-Ak2
FBgn0004429	CG9116	3L	Lysozyme P	LysP
FBgn0030373	CG12721	X	moonshiner	moon
FBgn0040337	CG3021	X	-	CG3021
FBgn0003089	CG9614	3L	pipe	pip
FBgn0045843	CG2595	3R	Rac GTPase activating protein at 84C	RacGAP84C
FBgn0001208	CG7399	3L	Henna	Hn
FBgn0003423	CG1417	X	sluggish A	slgA
FBgn0250850	CG30149	2R	rigor mortis	rig
FBgn0285949	CG1821	2R	Ribosomal protein L31	RpL31
FBgn0036695	CG7853	3L	PAPS transporter 2	Papst2
FBgn0016978	CG8749	2L	small ribonucleoprotein particle U1 subunit 70K	snRNP-U1-70K
FBgn0086916	CG11281	3L	sneaky	snky
FBgn0264978	CG3539	2L	SLY-1 homologous	Slh
FBgn0028962	CG4633	3L	Alanyl-tRNA synthetase, mitochondrial	AlaRS-m
FBgn0039883	CG1976	3R	Rho GTPase activating protein at 100F	RhoGAP100F
FBgn0025639	CG13363	X	Histone methyltransferase 4-20	Hmt4-20
FBgn0000447	CG9741	3R	Dihydroorotate dehydrogenase	Dhod
FBgn0004463	CG8344	2R	RNA polymerase III subunit B	Polr3B
FBgn0019938	CG10122	2R	RNA polymerase I subunit A	Polr1A
FBgn0039714	CG7816	3R	Zinc/iron regulated transporter-related protein 99C	Zip99C
FBgn0040075	CG9750	3L	reptin	rept
FBgn0033989	CG7639	2R	-	CG7639
FBgn0031971	CG7224	2L	Starvation-upregulated protein	Sirup
FBgn0261439	CG17246	2R	Succinate dehydrogenase, subunit A (flavoprotein)	SdhA
FBgn0010415	CG10497	2R	Syndecan	Sdc
FBgn0052736	CG32736	X	-	CG32736
FBgn0264089	CG43758	2R	slit	sli
FBgn0039102	CG16705	3R	Spatzle-Processing Enzyme	SPE
FBgn0039631	CG11305	3R	Sirtuin 7	Sirt7
FBgn0053193	CG33193	3R	salvador	sav
FBgn0038582	CG7988	3R	-	CG7988
FBgn0025469	CG8717	2R	saliva	slv
FBgn0263755	CG43664	3R	Suppressor of variegation 3-9	Su(var)3-9
FBgn0264607	CG18069	4	Calcium/calmodulin-dependent protein kinase II	CaMKII
FBgn0039301	CG11875	3R	Nucleoporin 37kD	Nup37
FBgn0037351	CG1475	3R	Ribosomal protein L13A	RpL13A
FBgn0023170	CG3997	2R	Ribosomal protein L39	RpL39
FBgn0267337	CG42277	3R	rotund	rn
FBgn0039218	CG13628	3R	RNA polymerase II, I and III subunit L	Polr2L
FBgn0262601	CG5352	2L	Small ribonucleoprotein particle protein SmB	SmB
FBgn0003302	CG4336	X	roughex	rux
FBgn0036774	CG7354	3L	mitochondrial ribosomal protein S26	mRpS26
FBgn0003371	CG2621	X	shaggy	sgg
FBgn0031670	CG3887	2L	Selenoprotein T	SelT
FBgn0002044	CG10084	2L	second mitotic wave missing	swm
FBgn0036887	CG9231	3L	-	CG9231
FBgn0037874	CG4800	3R	Translationally controlled tumor protein	Tctp
FBgn0010549	CG8799	2R	lethal (2) 03659	l(2)03659
FBgn0036565	CG5235	3L	-	CG5235
FBgn0028530	CG18124	2L	mitochondrial transcription termination factor	mTTF
FBgn0013685	CG34089	mitochondrion_genome	mitochondrial NADH-ubiquinone oxidoreductase chain 6	mt:ND6
FBgn0023180	CG1584	2R	Origin recognition complex subunit 6	Orc6
FBgn0003023	CG12743	X	ovarian tumor	otu
FBgn0003248	CG16740	3R	Rhodopsin 2	Rh2
FBgn0285948	CG15442	2L	Ribosomal protein L27A	RpL27A
FBgn0000100	CG7490	3L	Ribosomal protein LP0	RpLP0
FBgn0086447	CG10685	2L	RNA polymerase I and III subunit D	Polr1D
FBgn0016070	CG5263	3L	smaug	smg
FBgn0263968	CG32743	X	no-on-and-no-off transient C	nonC
FBgn0263396	CG16901	3R	squid	sqd
FBgn0259199	CG42303	3L	Snurportin	Snup
FBgn0004436	CG2013	3R	Ubiquitin conjugating enzyme 6	Ubc6
FBgn0031187	CG14619	X	Ubiquitin specific protease 2	Usp2
FBgn0260639	CG3157	2L	gamma-Tubulin at 23C	gammaTub23C
FBgn0004414	CG14560	3L	male-specific opa containing gene	msopa
FBgn0035975	CG32042	3L	Peptidoglycan recognition protein LA	PGRP-LA
FBgn0011230	CG14472	2L	purity of essence	poe
FBgn0011762	CG7108	3L	DNA primase subunit 1	Prim1
FBgn0266452	CG45070	3L	CTP synthase	CTPsyn
FBgn0027505	CG7061	2L	Rab3 GTPase activating protein	Rab3-GAP
FBgn0040907	CG3712	X	mitochondrial ribosomal protein L33	mRpL33
FBgn0261602	CG1263	3L	Ribosomal protein L8	RpL8
FBgn0031655	CG3753	2L	Marcal1	Marcal1
FBgn0262057	CG6680	3L	Serpin 77Ba	Spn77Ba
FBgn0033935	CG10105	2R	SAPK-interacting protein 1	Sin1
FBgn0024291	CG5216	2L	Sirtuin 1	Sirt1
FBgn0003655	CG3429	X	swallow	swa
FBgn0053246	CG33246	X	Ste:CG33246	Ste:CG33246
FBgn0024980	CG2715	X	Syntaxin 4	Syx4
FBgn0025574	CG5212	3R	Pellino	Pli
FBgn0023517	CG14816	X	Phosphoglycerate mutase 5	Pgam5
FBgn0004957	CG6205	X	porcupine	por
FBgn0027872	CG17818	2R	rdgBbeta	rdgBbeta
FBgn0004872	CG6122	2L	P-element induced wimpy testis	piwi
FBgn0028688	CG5378	3R	Regulatory particle non-ATPase 7	Rpn7
FBgn0015756	CG6141	2L	Ribosomal protein L9	RpL9
FBgn0004574	CG15811	3L	Ras opposite	Rop
FBgn0003275	CG1163	3R	RNA polymerase II, I and III subunit F	Polr2F
FBgn0031252	CG13690	2L	-	CG13690
FBgn0086908	CG12196	2R	eggless	egg
FBgn0003377	CG18087	3L	Salivary gland secretion 7	Sgs7
FBgn0003373	CG11720	3L	Salivary gland secretion 3	Sgs3
FBgn0035772	CG8582	3L	Sh3beta	Sh3beta
FBgn0011710	CG1403	X	Septin 1	Septin1
FBgn0014029	CG4173	3R	Septin 2	Septin2
FBgn0003358	CG31039	3R	Jonah 99Ci	Jon99Ci
FBgn0003475	CG10076	2L	spire	spir
FBgn0026398	CG12193	2L	Odorant receptor 22a	Or22a
FBgn0028382	CG4886	2R	cyclophilin-33	cyp33
FBgn0003118	CG17077	3R	pointed	pnt
FBgn0017550	CG2161	3R	Regena	Rga
FBgn0038747	CG4755	3R	Rho GTPase activating protein at 92B	RhoGAP92B
FBgn0038234	CG3351	3R	mitochondrial ribosomal protein L11	mRpL11
FBgn0005593	CG4897	2L	Ribosomal protein L7	RpL7
FBgn0036804	CG13379	3L	SAGA associated factor 11kDa	Sgf11
FBgn0003374	CG12181	X	Salivary gland secretion 4	Sgs4
FBgn0010591	CG8946	2R	Sphingosine-1-phosphate lyase	Sply
FBgn0033523	CG12895	2R	-	CG12895
FBgn0030350	CG1844	X	Selenoprotein G	SelG
FBgn0003515	CG4314	3L	scarlet	st
FBgn0032157	CG5899	2L	Etl1	Etl1
FBgn0036945	CG6981	3L	Snakeskin	Ssk
FBgn0003310	CG4385	2L	Star	S
FBgn0004242	CG3139	2L	Synaptotagmin 1	Syt1
FBgn0028500	CG9063	3L	RIC1 homolog	Rich
FBgn0003279	CG5502	3R	Ribosomal protein L4	RpL4
FBgn0010265	CG13389	2L	Ribosomal protein S13	RpS13
FBgn0029849	CG3774	X	ER GDP-fucose transporter	Efr
FBgn0020617	CG10052	2R	Retinal Homeobox	Rx
FBgn0015380	CG17348	2L	derailed	drl
FBgn0029755	CG4202	X	Something about silencing 10	Sas10
FBgn0013334	CG8884	3R	Synapse-associated protein 47kD	Sap47
FBgn0003356	CG31034	3R	Jonah 99Cii	Jon99Cii
FBgn0263289	CG43398	3R	scribble	scrib
FBgn0003444	CG11561	2L	smoothened	smo
FBgn0046692	CG40293	2R	Ste20-like kinase	Stlk
FBgn0032096	CG13106	2L	Odorant receptor 30a	Or30a
FBgn0264740	CG43998	3R	-	CG43998
FBgn0014184	CG16747	2R	Ornithine decarboxylase antizyme	Oda
FBgn0033901	CG12366	2R	O-fucosyltransferase 1	O-fut1
FBgn0085424	CG34395	2L	nubbin	nub
FBgn0026371	CG7186	3L	Sak kinase	SAK
FBgn0003129	CG9610	3R	Pox meso	Poxm
FBgn0020369	CG1489	X	Regulatory particle triple-A ATPase 6	Rpt6
FBgn0003189	CG18572	X	rudimentary	r
FBgn0283500	CG9128	3L	Sac1 phosphatase	Sac1
FBgn0030788	CG4756	X	SIN3-associated polypeptide 30	Sap30
FBgn0038307	CG4247	3R	mitochondrial ribosomal protein S10	mRpS10
FBgn0035298	CG1140	3L	Succinyl-CoA:3-ketoacid CoA transferase	SCOT
FBgn0011260	CG4700	2R	Semaphorin 2a	Sema2a
FBgn0031455	CG9958	2L	SNAP associated protein	Snapin
FBgn0033876	CG10808	2R	Synaptogyrin	Syngr
FBgn0038788	CG5085	3R	Sirtuin 2	Sirt2
FBgn0036474	CG17871	3L	Odorant receptor 71a	Or71a
FBgn0283681	CG4933	3L	Threonyl-carbamoyl synthesis 3	Tcs3
FBgn0250906	CG3127	2L	Phosphoglycerate kinase	Pgk
FBgn0031589	CG3714	2L	Nicotinate phosphoribosyltransferase	Naprt
FBgn0030795	CG4805	X	pickpocket 28	ppk28
FBgn0036354	CG10191	3L	Proteome of centrioles 1	Poc1
FBgn0031231	CG11488	2L	mitochondrial ribosomal protein L10	mRpL10
FBgn0034722	CG10955	2R	Rtf1	Rtf1
FBgn0040078	CG4003	3R	pontin	pont
FBgn0033691	CG8860	2R	-	CG8860
FBgn0035371	CG9977	3L	Adenosylhomocysteinase like 1	AhcyL1
FBgn0015011	CG8956	3R	Adenosylhomocysteinase like 2	AhcyL2
FBgn0086372	CG2520	3R	like-AP180	lap
FBgn0039694	CG7615	3R	fos intronic gene	fig
FBgn0034001	CG12954	2R	mitochondrial ribosomal protein L41	mRpL41
FBgn0003267	CG6348	3R	rough	ro
FBgn0028675	CG5772	2L	Sulfonylurea receptor	Sur
FBgn0003687	CG9874	2R	TATA binding protein	Tbp
FBgn0004055	CG3533	2R	unzipped	uzip
FBgn0030063	CG1789	X	-	CG1789
FBgn0262560	CG7989	2R	wicked	wcd
FBgn0010741	CG6302	3L	Prefoldin 2	Pfdn2
FBgn0031969	CG7228	2L	peste	pes
FBgn0003139	CG12217	X	Protein phosphatase V	PpV
FBgn0004066	CG3422	X	Proteasome alpha4 subunit	Prosalpha4
FBgn0032358	CG4851	2L	Palmitoyl-protein Thioesterase 2	Ppt2
FBgn0030057	CG12108	X	Palmitoyl-protein thioesterase 1	Ppt1
FBgn0002787	CG3416	2R	Regulatory particle non-ATPase 8	Rpn8
FBgn0024909	CG2670	3R	TBP-associated factor 7	Taf7
FBgn0037778	CG3910	3R	mitochondrial transcription factor B2	mtTFB2
FBgn0028396	CG31509	3R	Turandot A	TotA
FBgn0035944	CG5021	3L	-	CG5021
FBgn0015320	CG6720	2L	Ubiquitin conjugating enzyme 2	Ubc2
FBgn0004395	CG4620	3R	unkempt	unk
FBgn0036913	CG8334	3L	Ubiquitin specific protease 32	Usp32
FBgn0003308	CG7642	3R	rosy	ry
FBgn0004655	CG3707	X	wings apart-like	wapl
FBgn0259151	CG42266	2L	-	CG42266
FBgn0041710	CG18550	3R	yellow-f	yellow-f
FBgn0261599	CG8495	3R	Ribosomal protein S29	RpS29
FBgn0003517	CG14792	X	stubarista	sta
FBgn0011259	CG18405	2L	Semaphorin 1a	Sema1a
FBgn0014028	CG3283	2R	Succinate dehydrogenase, subunit B (iron-sulfur)	SdhB
FBgn0014427	CG11899	3R	-	CG11899
FBgn0052669	CG32669	X	-	CG32669
FBgn0087021	CG7242	3R	Spc25	Spc25
FBgn0037232	CG9791	3R	Suv3 helicase	Suv3
FBgn0005674	CG5394	3R	Glutamyl-prolyl-tRNA synthetase	GluProRS
FBgn0035124	CG12313	3L	tiny tim 2	ttm2
FBgn0036667	CG9669	3L	kuduk	kud
FBgn0086355	CG2171	3R	Triose phosphate isomerase	Tpi
FBgn0003733	CG1389	2R	torso	tor
FBgn0038861	CG7009	3R	tRNA methyltransferase 7-34	Trm7-34
FBgn0037061	CG12975	3L	tRNA methyltransferase subunit 11-2	Trmt112
FBgn0262736	CG3161	2R	Vacuolar H[+] ATPase 16kD subunit 1	Vha16-1
FBgn0037313	CG1161	3R	-	CG1161
FBgn0250753	CG2922	3R	krasavietz	kra
FBgn0032720	CG10603	2L	mitochondrial ribosomal protein L13	mRpL13
FBgn0030503	CG11176	X	Transport and Golgi organization 2	Tango2
FBgn0003870	CG1856	3R	tramtrack	ttk
FBgn0027556	CG4928	X	-	CG4928
FBgn0038673	CG14286	3R	-	CG14286
FBgn0028697	CG17420	3L	Ribosomal protein L15	RpL15
FBgn0011705	CG9552	2L	rolling stone	rost
FBgn0036732	CG7571	3L	Organic anion transporting polypeptide 74D	Oatp74D
FBgn0045073	CG9126	X	Stromal interaction molecule	Stim
FBgn0016975	CG12473	X	stoned B	stnB
FBgn0053239	CG33239	X	Ste:CG33239	Ste:CG33239
FBgn0053241	CG33241	X	Ste:CG33241	Ste:CG33241
FBgn0025549	CG1659	X	unc-119	unc-119
FBgn0029752	CG3315	X	Thioredoxin T	TrxT
FBgn0020653	CG2151	X	Thioredoxin reductase-1	Trxr-1
FBgn0003964	CG4380	X	ultraspiracle	usp
FBgn0003980	CG9046	2L	Vitelline membrane 26Ab	Vm26Ab
FBgn0003983	CG9271	2L	Vitelline membrane 34Ca	Vm34Ca
FBgn0034529	CG16742	2R	Family with sequence similarity 21	FAM21
FBgn0030739	CG13957	X	Strumpellin and WASH-interacting protein	SWIP
FBgn0011739	CG12072	3R	warts	wts
FBgn0051760	CG31760	2L	-	CG31760
FBgn0033177	CG11141	2R	-	CG11141
FBgn0037897	CG5270	3R	-	CG5270
FBgn0061476	CG18729	3R	Zwilch	Zwilch
FBgn0003942	CG5271	2L	Ribosomal protein S27A	RpS27A
FBgn0030136	CG2998	X	Ribosomal protein S28b	RpS28b
FBgn0004403	CG1524	X	Ribosomal protein S14a	RpS14a
FBgn0005533	CG3922	3L	Ribosomal protein S17	RpS17
FBgn0002590	CG8922	X	Ribosomal protein S5a	RpS5a
FBgn0039159	CG13608	3R	mitochondrial ribosomal protein S24	mRpS24
FBgn0033907	CG8338	2R	mitochondrial ribosomal protein S16	mRpS16
FBgn0021764	CG5227	X	sidekick	sdk
FBgn0038300	CG4203	3R	Mau2 sister chromatid cohesion factor	Mau2
FBgn0033327	CG8577	2R	Peptidoglycan recognition protein SC1b	PGRP-SC1b
FBgn0028988	CG9456	2R	Serpin 42Dd	Spn42Dd
FBgn0085447	CG34418	3L	still life	sif
FBgn0036173	CG7394	3L	-	CG7394
FBgn0004449	CG5723	3L	Tenascin major	Ten-m
FBgn0051690	CG31690	2L	-	CG31690
FBgn0031854	CG11323	2L	Tubulin tyrosine ligase-like 3A	TTLL3A
FBgn0284257	CG30118	2R	TRPL translocation defect 14	Ttd14
FBgn0030812	CG8949	X	wacky	wcy
FBgn0027602	CG8611	X	-	CG8611
FBgn0032053	CG13098	2L	mitochondrial ribosomal protein L51	mRpL51
FBgn0085212	CG34183	2L	-	CG34183
FBgn0022069	CG12396	2L	Nnp-1	Nnp-1
FBgn0038277	CG7014	3R	Ribosomal protein S5b	RpS5b
FBgn0039757	CG1883	3R	Ribosomal protein S7	RpS7
FBgn0038659	CG14296	3R	Endophilin A	EndoA
FBgn0035692	CG13298	3L	Splicing factor 3b subunit 6	Sf3b6
FBgn0034897	CG11299	2R	Sestrin	Sesn
FBgn0023129	CG3705	3L	astray	aay
FBgn0023520	CG3857	X	-	CG3857
FBgn0010213	CG8905	2R	Superoxide dismutase 2 (Mn)	Sod2
FBgn0003447	CG32858	X	singed	sn
FBgn0259720	CG42374	3L	-	CG42374
FBgn0040623	CG11500	3R	Spase 12-subunit	Spase12
FBgn0086370	CG6072	3R	sarah	sra
FBgn0031782	CG9226	2L	WD repeat domain 79	WDR79
FBgn0259730	CG42384	3R	tarsal-less 1A	tal-1A
FBgn0039840	CG11340	3R	pH-sensitive chloride channel 2	pHCl-2
FBgn0043577	CG9697	3L	Peptidoglycan recognition protein SB2	PGRP-SB2
FBgn0040309	CG1633	X	thioredoxin peroxidase 1	Jafrac1
FBgn0027093	CG9020	X	Arginyl-tRNA synthetase	ArgRS
FBgn0260817	CG8825	2L	glaikit	gkt
FBgn0040377	CG8310	X	Vacuolar H[+] ATPase 36kD subunit 3	Vha36-3
FBgn0014076	CG16874	2L	Vitelline membrane 32E	Vm32E
FBgn0037094	CG7611	3L	-	CG7611
FBgn0004360	CG1916	2R	Wnt oncogene analog 2	Wnt2
FBgn0026400	CG10009	3R	Noa36	Noa36
FBgn0265991	CG30084	2R	Z band alternatively spliced PDZ-motif protein 52	Zasp52
FBgn0266709	CG11253	3L	Zinc finger MYND-type containing 10	Zmynd10
FBgn0034866	CG17226	2R	Odorant receptor 59c	Or59c
FBgn0016926	CG4710	2L	Pinocchio	Pino
FBgn0032840	CG13968	2L	short neuropeptide F precursor	sNPF
FBgn0260004	CG7000	3R	Sensory neuron membrane protein 1	Snmp1
FBgn0032224	CG5025	2L	Selenophosphate synthetase 2	Sps2
FBgn0002941	CG6534	3R	slouch	slou
FBgn0037811	CG12592	3R	-	CG12592
FBgn0003656	CG2212	X	swiss cheese	sws
FBgn0010282	CG10281	3R	Transcription factor IIFalpha	TfIIFalpha
FBgn0003885	CG2512	3R	alpha-Tubulin at 84D	alphaTub84D
FBgn0014075	CG6850	3L	UDP-glucose-glycoprotein glucosyltransferase	Uggt
FBgn0015321	CG8284	3L	Ubiquitin conjugating enzyme 4	Ubc4
FBgn0052113	CG32113	3L	Vacuolar protein sorting 13D	Vps13D
FBgn0052750	CG32750	X	-	CG32750
FBgn0283536	CG6213	3R	Vacuolar H[+] ATPase 13kD subunit	Vha13
FBgn0265262	CG12403	2L	Vacuolar H[+] ATPase 68kD subunit 1	Vha68-1
FBgn0034802	CG3800	2R	CCHC-type zinc finger nucleic acid binding protein	CNBP
FBgn0004643	CG9900	X	Zeste-white 10	Zw10
FBgn0034351	CG5190	2R	roswell	rswl
FBgn0035789	CG16992	3L	methuselah-like 6	mthl6
FBgn0035847	CG7476	3L	methuselah-like 7	mthl7
FBgn0024319	CG8178	2R	Nach	Nach
FBgn0010403	CG11422	3R	Odorant-binding protein 83b	Obp83b
FBgn0036300	CG10688	3L	Phosphomannomutase type 2	Pmm2
FBgn0031227	CG3709	2L	-	CG3709
FBgn0015799	CG7413	X	Retinoblastoma-family protein	Rbf
FBgn0002593	CG4087	2L	Ribosomal protein LP1	RpLP1
FBgn0035593	CG4603	3L	-	CG4603
FBgn0030695	CG8995	X	Peptidoglycan recognition protein LE	PGRP-LE
FBgn0037554	CG7602	3R	DNA polymerase iota	PolI
FBgn0030926	CG6367	X	persephone	psh
FBgn0262733	CG7524	3L	Src oncogene at 64B	Src64B
FBgn0030876	CG6762	X	-	CG6762
FBgn0010280	CG5444	3L	TBP-associated factor 4	Taf4
FBgn0261381	CG42631	3L	Mitochondrial Transcription Factor B1	mtTFB1
FBgn0035934	CG5751	3L	Transient receptor potential cation channel A1	TrpA1
FBgn0031757	CG9064	2L	Ucp4C	Ucp4C
FBgn0052396	CG32396	3L	beta-Tubulin at 65B	betaTub65B
FBgn0003701	CG5785	2R	three rows	thr
FBgn0032728	CG18398	2L	Transport and Golgi organization 6	Tango6
FBgn0038206	CG3172	3R	twinfilin	twf
FBgn0015001	CG7754	2R	iotaTrypsin	iotaTry
FBgn0023518	CG3848	X	trithorax-related	trr
FBgn0003977	CG3496	2R	virilizer	vir
FBgn0034061	CG8386	2R	Ubiquitin-fold modifier conjugating enzyme 1	Ufc1
FBgn0037371	CG2097	3R	Symplekin	Sym
FBgn0259732	CG42386	3R	tarsal-less 3A	tal-3A
FBgn0286898	CG11098	2L	Transport and Golgi organization 1	Tango1
FBgn0033644	CG8234	2R	Trehalose transporter 1-2	Tret1-2
FBgn0034455	CG11007	2R	-	CG11007
FBgn0004397	CG3299	X	Vinculin	Vinc
FBgn0039702	CG18112	3R	Vacuolar protein sorting 16B	Vps16B
FBgn0036237	CG18593	3L	viral IAP-associated factor	viaf
FBgn0283442	CG46283	2L	vasa	vas
FBgn0264449	CG43867	X	-	CG43867
FBgn0035064	CG16912	2R	Tyrosyl-tRNA synthetase, mitochondrial	TyrRS-m
FBgn0010417	CG32211	3L	TBP-associated factor 6	Taf6
FBgn0028398	CG2859	2L	TBP-associated factor 10	Taf10
FBgn0087040	CG8308	3L	alpha-Tubulin at 67C	alphaTub67C
FBgn0030611	CG15027	X	-	CG15027
FBgn0038343	CG14871	3R	Trissin	Trissin
FBgn0039668	CG2304	3R	TRC8 ring finger protein	Trc8
FBgn0005614	CG18345	2R	transient receptor potential-like	trpl
FBgn0050010	CG30010	2R	-	CG30010
FBgn0033021	CG10417	2R	-	CG10417
FBgn0003979	CG9048	2L	Vitelline membrane 26Aa	Vm26Aa
FBgn0031062	CG14230	X	-	CG14230
FBgn0027090	CG10506	3R	Glutaminyl-tRNA synthetase	GlnRS
FBgn0010356	CG7704	2R	TBP-associated factor 5	Taf5
FBgn0283440	CG46282	2L	sisters on the loose	solo
FBgn0003965	CG2155	X	vermilion	v
FBgn0011722	CG11527	2L	Tiggrin	Tig
FBgn0052226	CG32226	3L	Peroxin 23	Pex23
FBgn0267351	CG15104	2R	Topoisomerase I-interacting protein	Topors
FBgn0053554	CG33554	2R	Nipped-A	Nipped-A
FBgn0003390	CG3135	X	shifted	shf
FBgn0036799	CG13380	3L	-	CG13380
FBgn0039563	CG4951	3R	-	CG4951
FBgn0014396	CG3234	2L	timeless	tim
FBgn0051229	CG31229	3R	-	CG31229
FBgn0037878	CG6693	3R	-	CG6693
FBgn0004034	CG3757	X	yellow	y
FBgn0003009	CG3134	2R	orientation disruptor	ord
FBgn0031078	CG11943	X	Nucleoporin 205kD	Nup205
FBgn0037906	CG14704	3R	Peptidoglycan recognition protein LB	PGRP-LB
FBgn0003520	CG5753	2R	staufen	stau
FBgn0003575	CG6222	X	suppressor of sable	su(sable)
FBgn0264959	CG44128	2R	Src oncogene at 42A	Src42A
FBgn0259731	CG42385	3R	tarsal-less 2A	tal-2A
FBgn0040268	CG10123	2L	Topoisomerase 3alpha	Top3alpha
FBgn0035805	CG7506	3L	-	CG7506
FBgn0003865	CG1502	X	twisted gastrulation	tsg
FBgn0266719	CG34349	3R	staccato	stac
FBgn0046888	CG31750	2L	-	CG31750
FBgn0051721	CG31721	2L	Tripartite motif containing 9	Trim9
FBgn0037470	CG1091	3R	Tailor	Tailor
FBgn0015561	CG1650	2R	unplugged	unpg
