##Dmel_gene_ID,Dmel_gene_symbol,Human_gene_HGNC_ID,Human_gene_OMIM_ID,Human_gene_symbol,DIOPT_score,OMIM_Phenotype_IDs,OMIM_Phenotype_IDs[name]
FBgn0029994,Ldsdh1,HGNC:17693,OMIM:612830,DHRS3,4,,
FBgn0029994,Ldsdh1,HGNC:30311,OMIM:608989,SDR16C5,5,,
FBgn0029994,Ldsdh1,HGNC:22960,OMIM:612831,HSD17B11,5,,
FBgn0029994,Ldsdh1,HGNC:19975,OMIM:607599,RDH10,4,,
FBgn0029992,Upf2,HGNC:17854,OMIM:605529,UPF2,14,,
FBgn0003656,sws,HGNC:16268,OMIM:603197,PNPLA6,12,"215,470,245,800,275,000,000,000","215470[BOUCHER-NEUHAUSER SYNDROME; BNHS],245800[LAURENCE-MOON SYNDROME; LNMS],275400[OLIVER-MCFARLANE SYNDROME; OMCS],612020[SPASTIC PARAPLEGIA 39, AUTOSOMAL RECESSIVE; SPG39]"
FBgn0003656,sws,HGNC:24768,OMIM:612122,PNPLA7,13,,
FBgn0029979,mahe,HGNC:2740,OMIM:608469,DDX17,8,,
FBgn0029979,mahe,HGNC:2746,OMIM:180630,DDX5,6,,
FBgn0029969,CG10932,HGNC:83,OMIM:604770,ACAA2,3,,
FBgn0029969,CG10932,HGNC:93,OMIM:607809,ACAT1,15,203750,203750[ALPHA-METHYLACETOACETIC ACIDURIA]
FBgn0030004,CG10958,HGNC:24245,OMIM:615288,DRC1,15,615294,"615294[CILIARY DYSKINESIA, PRIMARY, 21; CILD21]"
FBgn0020653,Trxr-1,HGNC:12437,OMIM:601112,TXNRD1,5,,
FBgn0020653,Trxr-1,HGNC:18155,OMIM:606448,TXNRD2,10,617825,617825[GLUCOCORTICOID DEFICIENCY 5; GCCD5]
FBgn0020653,Trxr-1,HGNC:4623,OMIM:138300,GSR,4,618660,618660[HEMOLYTIC ANEMIA DUE TO GLUTATHIONE REDUCTASE DEFICIENCY]
FBgn0015519,nAChRalpha3,HGNC:1962,OMIM:118507,CHRNB2,3,605375,"605375[EPILEPSY, NOCTURNAL FRONTAL LOBE, 3; ENFL3]"
FBgn0015519,nAChRalpha3,HGNC:1959,OMIM:118505,CHRNA5,4,612052,612052[SMOKING AS A QUANTITATIVE TRAIT LOCUS 3; SQTL3]
FBgn0015519,nAChRalpha3,HGNC:1955,OMIM:100690,CHRNA1,3,"253,290,601,462,608,000","253290[MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS],601462[MYASTHENIC SYNDROME, CONGENITAL, 1A, SLOW-CHANNEL; CMS1A],608930[MYASTHENIC SYNDROME, CONGENITAL, 1B, FAST-CHANNEL; CMS1B]"
FBgn0015519,nAChRalpha3,HGNC:1957,OMIM:118503,CHRNA3,8,"191,800,612,052","191800[BLADDER DYSFUNCTION, AUTONOMIC, WITH IMPAIRED PUPILLARY REFLEX AND SECONDARY CAKUT; BAIPRCK],612052[SMOKING AS A QUANTITATIVE TRAIT LOCUS 3; SQTL3]"
FBgn0015519,nAChRalpha3,HGNC:1964,OMIM:118509,CHRNB4,3,,
FBgn0015519,nAChRalpha3,HGNC:1958,OMIM:118504,CHRNA4,7,"188,890,600,513","188890[TOBACCO ADDICTION, SUSCEPTIBILITY TO],600513[EPILEPSY, NOCTURNAL FRONTAL LOBE, 1; ENFL1]"
FBgn0015519,nAChRalpha3,HGNC:15963,OMIM:606888,CHRNA6,9,,
FBgn0015519,nAChRalpha3,HGNC:1956,OMIM:118502,CHRNA2,8,610353,"610353[EPILEPSY, NOCTURNAL FRONTAL LOBE, 4; ENFL4]"
FBgn0015519,nAChRalpha3,HGNC:1963,OMIM:118508,CHRNB3,3,,
FBgn0017566,ND-75,HGNC:7707,OMIM:157655,NDUFS1,15,618226,"618226[MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5; MC1DN5]"
FBgn0030000,CG2260,HGNC:13923,OMIM:611440,WDR46,13,,
FBgn0030038,CG1440,HGNC:1059,OMIM:602403,BLMH,14,,
FBgn0030049,Trf4-1,HGNC:16705,OMIM:605198,TENT4A,9,,
FBgn0030049,Trf4-1,HGNC:30758,OMIM:605540,TENT4B,8,,
FBgn0030050,CG12111,HGNC:14556,OMIM:613579,CLEC6A,3,,
FBgn0030050,CG12111,HGNC:14555,OMIM:609962,CLEC4E,3,,
FBgn0041629,Hexo2,HGNC:4878,OMIM:606869,HEXA,7,272800,272800[TAY-SACHS DISEASE; TSD]
FBgn0041629,Hexo2,HGNC:4879,OMIM:606873,HEXB,7,268800,268800[SANDHOFF DISEASE]
FBgn0011661,Moe,HGNC:12691,OMIM:123900,EZR,13,,
FBgn0011661,Moe,HGNC:7373,OMIM:309845,MSN,14,300988,300988[IMMUNODEFICIENCY 50; IMD50]
FBgn0011661,Moe,HGNC:9944,OMIM:179410,RDX,13,611022,"611022[DEAFNESS, AUTOSOMAL RECESSIVE 24; DFNB24]"
FBgn0030086,CCT2,HGNC:1615,OMIM:605139,CCT2,14,,
FBgn0030102,SmydA-9,HGNC:15513,OMIM:608783,SMYD3,5,,
FBgn0030102,SmydA-9,HGNC:20982,OMIM:610663,SMYD2,6,,
FBgn0030102,SmydA-9,HGNC:20986,OMIM:606846,SMYD1,5,,
FBgn0014868,Ost48,HGNC:2728,OMIM:602202,DDOST,14,614507,"614507[CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ir; CDG1R]"
FBgn0030087,CG7766,HGNC:8926,OMIM:300798,PHKA2,13,306000,306000[GLYCOGEN STORAGE DISEASE IXa1; GSD9A1]
FBgn0030087,CG7766,HGNC:8925,OMIM:311870,PHKA1,13,300559,"300559[GLYCOGEN STORAGE DISEASE, TYPE IXd; GSD9D]"
FBgn0030087,CG7766,HGNC:8927,OMIM:172490,PHKB,3,261750,261750[GLYCOGEN STORAGE DISEASE IXb; GSD9B]
FBgn0030136,RpS28b,HGNC:10418,OMIM:603685,RPS28,13,606164,606164[DIAMOND-BLACKFAN ANEMIA 15 WITH MANDIBULOFACIAL DYSOSTOSIS; DBA15]
FBgn0001186,Hex-A,HGNC:23302,OMIM:617221,HKDC1,9,,
FBgn0001186,Hex-A,HGNC:4922,OMIM:142600,HK1,10,"235,700,605,285,617,000,000,000","235700[HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY],605285[NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE; HMSNR],617460[RETINITIS PIGMENTOSA 79; RP79],618547[NEURODEVELOPMENTAL DISORDER WITH VISUAL DEFECTS AND BRAIN ANOMALIES; NEDVIBA]"
FBgn0001186,Hex-A,HGNC:4923,OMIM:601125,HK2,9,,
FBgn0001186,Hex-A,HGNC:4925,OMIM:142570,HK3,9,,
FBgn0001186,Hex-A,HGNC:4195,OMIM:138079,GCK,13,"125,851,125,853,602,000,000,000","125851[MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2; MODY2],125853[TYPE 2 DIABETES MELLITUS; T2D],602485[HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3; HHF3],606176[DIABETES MELLITUS, PERMANENT NEONATAL, 1; PNDM1]"
FBgn0052702,Cubn,HGNC:2548,OMIM:602997,CUBN,12,"261,100,618,884","261100[IMERSLUND-GRASBECK SYNDROME 1; IGS1],618884[PROTEINURIA, CHRONIC BENIGN; PROCHOB]"
FBgn0028327,l(1)G0320,HGNC:11323,OMIM:600868,SSR1,14,,
FBgn0026415,Idgf4,HGNC:8524,OMIM:603578,OVGP1,4,,
FBgn0026415,Idgf4,HGNC:1932,OMIM:601525,CHI3L1,4,"181,500,611,960","181500[SCHIZOPHRENIA; SCZD],611960[ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7; ASRT7]"
FBgn0026415,Idgf4,HGNC:1936,OMIM:600031,CHIT1,4,614122,614122[CHITOTRIOSIDASE DEFICIENCY; CHITD]
FBgn0026415,Idgf4,HGNC:17432,OMIM:606080,CHIA,3,,
FBgn0026415,Idgf4,HGNC:1933,OMIM:601526,CHI3L2,3,,
FBgn0030170,CG2990,HGNC:2939,OMIM:601810,DNA2,13,"615,156,615,807","615156[PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 6; PEOA6],615807[SECKEL SYNDROME 8; SCKL8]"
FBgn0004045,Yp1,HGNC:18821,OMIM:609252,LIPI,3,,
FBgn0005391,Yp2,HGNC:18821,OMIM:609252,LIPI,3,,
FBgn0028342,ATPsyndelta,HGNC:837,OMIM:603150,ATP5F1D,13,618120,"618120[MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 5; MC5DN5]"
FBgn0000711,flw,HGNC:9281,OMIM:176875,PPP1CA,5,,
FBgn0000711,flw,HGNC:9283,OMIM:176914,PPP1CC,5,,
FBgn0000711,flw,HGNC:9282,OMIM:600590,PPP1CB,13,617506,617506[NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2; NSLH2]
FBgn0011770,Gip,HGNC:26948,OMIM:619128,HYI,14,,
FBgn0030178,Naxe,HGNC:24785,OMIM:618607,YJEFN3,7,,
FBgn0030178,Naxe,HGNC:18453,OMIM:608862,NAXE,13,617186,"617186[ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY, 1; PEBEL1]"
FBgn0052685,ZAP3,HGNC:17798,,YLPM1,10,,
FBgn0030217,CG2124,HGNC:25790,OMIM:614272,FASTKD5,9,,
FBgn0052675,Tango5,HGNC:29559,OMIM:611753,VMP1,13,,
FBgn0030218,CG1628,HGNC:22921,OMIM:608157,SLC25A2,11,,
FBgn0030218,CG1628,HGNC:10985,OMIM:603861,SLC25A15,14,238970,238970[HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME; HHHS]
FBgn0034576,ND-B14.7,HGNC:20371,OMIM:612638,NDUFA11,11,618236,"618236[MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 14; MC1DN14]"
FBgn0034577,cpa,HGNC:1488,OMIM:601580,CAPZA1,14,,
FBgn0034577,cpa,HGNC:1490,OMIM:601571,CAPZA2,14,,
FBgn0034577,cpa,HGNC:24205,OMIM:608722,CAPZA3,7,,
FBgn0003748,Treh,HGNC:12266,OMIM:275360,TREH,14,612119,612119[TREHALASE DEFICIENCY]
FBgn0034568,CG3216,HGNC:7943,OMIM:108960,NPR1,7,,
FBgn0034568,CG3216,HGNC:7944,OMIM:108961,NPR2,6,"602,875,615,923,616,000","602875[ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE; AMDM],615923[EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE; ECDM],616255[SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES; SNSK]"
FBgn0034568,CG3216,HGNC:4691,OMIM:300041,GUCY2F,3,,
FBgn0034568,CG3216,HGNC:4688,OMIM:601330,GUCY2C,3,"614,616,614,665","614616[DIARRHEA 6; DIAR6],614665[MECONIUM ILEUS]"
FBgn0016984,sktl,HGNC:8994,OMIM:603275,PIP5K1A,12,,
FBgn0016984,sktl,HGNC:8996,OMIM:606102,PIP5K1C,10,611369,611369[LETHAL CONGENITAL CONTRACTURE SYNDROME 3; LCCS3]
FBgn0016984,sktl,HGNC:8995,OMIM:602745,PIP5K1B,10,,
FBgn0016984,sktl,HGNC:28711,OMIM:612865,PIP5KL1,3,,
FBgn0016984,sktl,HGNC:23733,,PIPSL,5,,
FBgn0034592,CG9406,HGNC:28166,,EFCAB2,8,,
FBgn0003891,tud,HGNC:21339,OMIM:611200,TDRD6,10,,
FBgn0003891,tud,HGNC:45037,,TDRD15,9,,
FBgn0003891,tud,HGNC:11712,OMIM:605796,TDRD1,4,,
FBgn0016726,RpL29,HGNC:10331,OMIM:601832,RPL29,9,,
FBgn0020306,dom,HGNC:16974,OMIM:611421,SRCAP,8,136140,136140[FLOATING-HARBOR SYNDROME; FLHS]
FBgn0020306,dom,HGNC:11958,OMIM:606265,EP400,10,,
FBgn0034612,CG10505,HGNC:55,OMIM:605250,ABCC4,8,,
FBgn0034612,CG10505,HGNC:52,OMIM:612509,ABCC10,5,,
FBgn0034612,CG10505,HGNC:53,OMIM:601107,ABCC2,5,237500,237500[DUBIN-JOHNSON SYNDROME; DJS]
FBgn0034612,CG10505,HGNC:51,OMIM:158343,ABCC1,6,618915,"618915[DEAFNESS, AUTOSOMAL DOMINANT 77; DFNA77]"
FBgn0034612,CG10505,HGNC:59,OMIM:600509,ABCC8,5,"125,853,240,800,256,000,000,000,000,000","125853[TYPE 2 DIABETES MELLITUS; T2D],240800[HYPOGLYCEMIA, LEUCINE-INDUCED; LIH],256450[HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1; HHF1],610374[DIABETES MELLITUS, TRANSIENT NEONATAL, 2; TNDM2],618857[DIABETES MELLITUS, PERMANENT NEONATAL, 3; PNDM3]"
FBgn0034612,CG10505,HGNC:14640,OMIM:607041,ABCC12,5,,
FBgn0034612,CG10505,HGNC:60,OMIM:601439,ABCC9,5,"239,850,608,569,614,000","239850[CANTU SYNDROME],608569[CARDIOMYOPATHY, DILATED, 1O; CMD1O],614050[ATRIAL FIBRILLATION, FAMILIAL, 12; ATFB12]"
FBgn0034612,CG10505,HGNC:57,OMIM:603234,ABCC6,5,"177,850,264,800,614,000","177850[PSEUDOXANTHOMA ELASTICUM, FORME FRUSTE],264800[PSEUDOXANTHOMA ELASTICUM; PXE],614473[ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2]"
FBgn0034612,CG10505,HGNC:56,OMIM:605251,ABCC5,5,,
FBgn0034612,CG10505,HGNC:14639,OMIM:607040,ABCC11,5,117800,"117800[APOCRINE GLAND SECRETION, VARIATION IN]"
FBgn0034612,CG10505,HGNC:54,OMIM:604323,ABCC3,5,,
FBgn0034612,CG10505,HGNC:1884,OMIM:602421,CFTR,5,"167,800,211,400,219,000,000,000","167800[PANCREATITIS, HEREDITARY; PCTT],211400[BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1; BESC1],219700[CYSTIC FIBROSIS; CF],277180[VAS DEFERENS, CONGENITAL BILATERAL APLASIA OF; CBAVD]"
FBgn0034606,ASPP,HGNC:12000,OMIM:602143,TP53BP2,13,,
FBgn0034606,ASPP,HGNC:18838,OMIM:607463,PPP1R13L,3,,
FBgn0034606,ASPP,HGNC:14950,OMIM:606455,PPP1R13B,14,,
FBgn0027073,Ugt49B1,HGNC:12531,OMIM:606435,UGT1A10,5,,
FBgn0027073,Ugt49B1,HGNC:12545,OMIM:603064,UGT2B11,9,,
FBgn0027073,Ugt49B1,HGNC:12530,OMIM:191740,UGT1A1,7,"143,500,218,800,237,000,000,000,000,000","143500[GILBERT SYNDROME],218800[CRIGLER-NAJJAR SYNDROME, TYPE I],237900[HYPERBILIRUBINEMIA, TRANSIENT FAMILIAL NEONATAL; HBLRTFN],601816[BILIRUBIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1; BILIQTL1],606785[CRIGLER-NAJJAR SYNDROME, TYPE II]"
FBgn0027073,Ugt49B1,HGNC:12555,OMIM:601291,UGT8,7,,
FBgn0027073,Ugt49B1,HGNC:12539,OMIM:606432,UGT1A7,5,,
FBgn0027073,Ugt49B1,HGNC:13479,OMIM:606497,UGT2B28,7,,
FBgn0027073,Ugt49B1,HGNC:27266,OMIM:616384,UGT3A2,4,,
FBgn0027073,Ugt49B1,HGNC:12544,OMIM:600070,UGT2B10,9,,
FBgn0027073,Ugt49B1,HGNC:12537,OMIM:606430,UGT1A5,5,,
FBgn0027073,Ugt49B1,HGNC:12546,OMIM:600069,UGT2B15,8,,
FBgn0027073,Ugt49B1,HGNC:12541,OMIM:606434,UGT1A9,5,,
FBgn0027073,Ugt49B1,HGNC:28528,OMIM:616382,UGT2A3,9,,
FBgn0027073,Ugt49B1,HGNC:12535,OMIM:606428,UGT1A3,7,,
FBgn0027073,Ugt49B1,HGNC:12536,OMIM:606429,UGT1A4,5,,
FBgn0027073,Ugt49B1,HGNC:12540,OMIM:606433,UGT1A8,5,,
FBgn0027073,Ugt49B1,HGNC:26625,OMIM:616383,UGT3A1,4,,
FBgn0027073,Ugt49B1,HGNC:12547,OMIM:601903,UGT2B17,8,612560,612560[BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 12; BMND12]
FBgn0027073,Ugt49B1,HGNC:12553,OMIM:600067,UGT2B4,9,,
FBgn0027073,Ugt49B1,HGNC:12538,OMIM:606431,UGT1A6,6,,
FBgn0027073,Ugt49B1,HGNC:12554,OMIM:600068,UGT2B7,8,,
FBgn0027073,Ugt49B1,HGNC:28183,,UGT2A2,8,,
FBgn0034598,CG4266,HGNC:19304,OMIM:616023,SCAF4,10,,
FBgn0034598,CG4266,HGNC:20959,OMIM:616024,SCAF8,10,,
FBgn0034590,Magi,HGNC:18957,OMIM:606382,MAGI2,10,617609,"617609[NEPHROTIC SYNDROME, TYPE 15; NPHS15]"
FBgn0034590,Magi,HGNC:29647,OMIM:615943,MAGI3,10,,
FBgn0034590,Magi,HGNC:946,OMIM:602625,MAGI1,10,,
FBgn0034590,Magi,HGNC:30006,,MAGIX,3,,
FBgn0003731,Egfr,HGNC:3432,OMIM:600543,ERBB4,10,615515,615515[AMYOTROPHIC LATERAL SCLEROSIS 19; ALS19]
FBgn0003731,Egfr,HGNC:3430,OMIM:164870,ERBB2,10,"137,800,211,980,613,000","137800[GLIOMA SUSCEPTIBILITY 1; GLM1],211980[LUNG CANCER],613659[GASTRIC CANCER]"
FBgn0003731,Egfr,HGNC:3431,OMIM:190151,ERBB3,9,"133,180,607,598","133180[ERYTHROLEUKEMIA, FAMILIAL, SUSCEPTIBILITY TO; FERLK],607598[LETHAL CONGENITAL CONTRACTURE SYNDROME 2; LCCS2]"
FBgn0003731,Egfr,HGNC:3236,OMIM:131550,EGFR,11,"211,980,616,069","211980[LUNG CANCER],616069[INFLAMMATORY SKIN AND BOWEL DISEASE, NEONATAL, 2; NISBD2]"
FBgn0034641,mahj,HGNC:30911,OMIM:617259,DCAF1,14,,
FBgn0034645,ND-B12,HGNC:7698,OMIM:603839,NDUFB3,13,618246,"618246[MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25; MC1DN25]"
FBgn0034654,eIF3k,HGNC:24656,OMIM:609596,EIF3K,14,,
FBgn0010228,HmgZ,HGNC:4983,OMIM:163905,HMGB1,4,,
FBgn0010228,HmgZ,HGNC:5000,OMIM:163906,HMGB2,5,,
FBgn0010228,HmgZ,HGNC:5004,OMIM:300193,HMGB3,5,300915,"300915[MICROPHTHALMIA, SYNDROMIC 13; MCOPS13]"
FBgn0034658,Grx1t,HGNC:16065,OMIM:606820,GLRX2,12,,
FBgn0034658,Grx1t,HGNC:4330,OMIM:600443,GLRX,6,,
FBgn0067102,GlcT,HGNC:12524,OMIM:602874,UGCG,15,,
FBgn0034691,Synj,HGNC:11504,OMIM:609410,SYNJ2,10,,
FBgn0034691,Synj,HGNC:11503,OMIM:604297,SYNJ1,13,"615,530,617,389","615530[PARKINSON DISEASE 20, EARLY-ONSET; PARK20],617389[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 53; DEE53]"
FBgn0034700,CG11269,HGNC:33911,OMIM:617098,RNASEK,7,,
FBgn0034713,CG11291,HGNC:30259,OMIM:609246,PDXP,7,,
FBgn0034713,CG11291,HGNC:8909,OMIM:172280,PGP,7,,
FBgn0034709,Swim,HGNC:19168,OMIM:616064,TINAGL1,14,,
FBgn0034709,Swim,HGNC:14599,OMIM:606749,TINAG,12,,
FBgn0034697,GM130,HGNC:32204,,GOLGA6D,6,,
FBgn0034697,GM130,HGNC:32206,,GOLGA6C,6,,
FBgn0034697,GM130,HGNC:13567,OMIM:610288,GOLGA6A,6,,
FBgn0034697,GM130,HGNC:31973,OMIM:609619,GOLGA8B,5,,
FBgn0034697,GM130,HGNC:44404,,GOLGA8M,5,,
FBgn0034697,GM130,HGNC:31972,OMIM:616180,GOLGA8A,5,,
FBgn0034697,GM130,HGNC:32205,,GOLGA6B,6,,
FBgn0034697,GM130,HGNC:38650,,GOLGA8J,5,,
FBgn0034697,GM130,HGNC:4425,OMIM:602580,GOLGA2,9,,
FBgn0034697,GM130,HGNC:37444,,GOLGA6L1,3,,
FBgn0034697,GM130,HGNC:44405,,GOLGA8N,4,,
FBgn0034697,GM130,HGNC:26695,,GOLGA6L2,3,,
FBgn0034697,GM130,HGNC:44406,,GOLGA8O,5,,
FBgn0034697,GM130,HGNC:38652,,GOLGA8K,4,,
FBgn0034697,GM130,HGNC:37443,,GOLGA8H,4,,
FBgn0034697,GM130,HGNC:25328,,GOLGA8G,4,,
FBgn0034697,GM130,HGNC:44409,,GOLGA8S,3,,
FBgn0034697,GM130,HGNC:44410,,GOLGA8T,3,,
FBgn0034697,GM130,HGNC:44408,,GOLGA8Q,4,,
FBgn0034697,GM130,HGNC:32378,,GOLGA8F,3,,
FBgn0034687,CG11475,HGNC:17872,OMIM:616332,ARMT1,10,,
FBgn0034734,CG4554,HGNC:17897,OMIM:612822,UTP20,14,,
FBgn0034736,gas,HGNC:26741,,CES4A,6,,
FBgn0034736,gas,HGNC:11764,OMIM:188450,TG,3,"274,700,608,175","274700[THYROID DYSHORMONOGENESIS 3; TDH3],608175[AUTOIMMUNE THYROID DISEASE, SUSCEPTIBILITY TO, 3; AITD3]"
FBgn0034736,gas,HGNC:108,OMIM:100740,ACHE,4,112100,112100[YT BLOOD GROUP ANTIGEN]
FBgn0034736,gas,HGNC:983,OMIM:177400,BCHE,3,617936,617936[BUTYRYLCHOLINESTERASE DEFICIENCY; BCHED]
FBgn0034736,gas,HGNC:26459,OMIM:618678,CES5A,5,,
FBgn0034736,gas,HGNC:1863,OMIM:114835,CES1,5,618057,"618057[DRUG METABOLISM, ALTERED, CES1-RELATED]"
FBgn0034736,gas,HGNC:1848,OMIM:114840,CEL,3,609812,"609812[MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION; MODY8]"
FBgn0034736,gas,HGNC:1864,OMIM:605278,CES2,5,,
FBgn0034736,gas,HGNC:1865,OMIM:605279,CES3,5,,
FBgn0034736,gas,HGNC:14291,OMIM:600568,NLGN1,3,618830,"618830[AUTISM, SUSCEPTIBILITY TO, 20; AUTS20]"
FBgn0034736,gas,HGNC:14289,OMIM:300336,NLGN3,3,"300,425,300,494","300425[AUTISM, SUSCEPTIBILITY TO, X-LINKED 1; AUTSX1],300494[ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1; ASPGX1]"
FBgn0034736,gas,HGNC:14287,OMIM:300427,NLGN4X,3,"300,495,300,497","300495[AUTISM, SUSCEPTIBILITY TO, X-LINKED 2; AUTSX2],300497[ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2; ASPGX2]"
FBgn0034736,gas,HGNC:14290,OMIM:606479,NLGN2,3,,
FBgn0034720,Liprin-gamma,HGNC:29173,OMIM:618301,KAZN,13,,
FBgn0034743,RpS16,HGNC:10396,OMIM:603675,RPS16,14,,
FBgn0050275,CG30275,HGNC:15872,,CFAP61,13,,
FBgn0050268,CG30268,HGNC:15872,,CFAP61,13,,
FBgn0011211,blw,HGNC:823,OMIM:164360,ATP5F1A,15,"615,228,616,045","615228[MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4; MC5DN4],616045[COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22; COXPD22]"
FBgn0010078,RpL23,HGNC:10316,OMIM:603662,RPL23,14,,
FBgn0028371,jbug,HGNC:3754,OMIM:300017,FLNA,3,"300,048,300,049,300,000,000,000,000,000,000,000,000,000,000,000,000,000","300048[INTESTINAL PSEUDOOBSTRUCTION, NEURONAL, CHRONIC IDIOPATHIC, X-LINKED],300049[PERIVENTRICULAR NODULAR HETEROTOPIA 1; PVNH1],300244[TERMINAL OSSEOUS DYSPLASIA; TOD],300321[FG SYNDROME 2; FGS2],304120[OTOPALATODIGITAL SYNDROME, TYPE II; OPD2],305620[FRONTOMETAPHYSEAL DYSPLASIA 1; FMD1],309350[MELNICK-NEEDLES SYNDROME; MNS],311300[OTOPALATODIGITAL SYNDROME, TYPE I; OPD1],314400[CARDIAC VALVULAR DYSPLASIA, X-LINKED; CVD1]"
FBgn0050259,CG30259,HGNC:29937,OMIM:611088,CCDC65,14,615504,"615504[CILIARY DYSKINESIA, PRIMARY, 27; CILD27]"
FBgn0034753,CG2852,HGNC:14650,OMIM:606093,PPIG,3,,
FBgn0034753,CG2852,HGNC:9256,OMIM:123842,PPIC,7,,
FBgn0034753,CG2852,HGNC:33996,,PPIAL4G,3,,
FBgn0034753,CG2852,HGNC:7833,OMIM:161565,NKTR,3,,
FBgn0034753,CG2852,HGNC:14651,OMIM:606095,PPIH,3,,
FBgn0034753,CG2852,HGNC:9257,OMIM:601753,PPID,3,,
FBgn0034753,CG2852,HGNC:9255,OMIM:123841,PPIB,13,259440,"259440[OSTEOGENESIS IMPERFECTA, TYPE IX; OI9]"
FBgn0034753,CG2852,HGNC:9259,OMIM:604486,PPIF,3,,
FBgn0034753,CG2852,HGNC:33995,,PPIAL4C,3,,
FBgn0034753,CG2852,HGNC:9253,OMIM:123840,PPIA,3,,
FBgn0034753,CG2852,HGNC:33999,,PPIAL4F,3,,
FBgn0034753,CG2852,HGNC:53889,,PPIAL4H,3,,
FBgn0034745,CG4329,HGNC:26485,OMIM:614259,CFAP57,14,,
FBgn0034816,CG3085,HGNC:11725,OMIM:608953,TEKT2,14,,
FBgn0034826,CG13544,HGNC:25184,OMIM:611032,SPATA17,7,,
FBgn0034825,Gpdh2,HGNC:4455,OMIM:138420,GPD1,7,614480,"614480[HYPERTRIGLYCERIDEMIA, TRANSIENT INFANTILE; HTGTI]"
FBgn0034825,Gpdh2,HGNC:28956,OMIM:611778,GPD1L,7,611777,611777[BRUGADA SYNDROME 2; BRGDA2]
FBgn0034817,Art7,HGNC:25557,OMIM:610087,PRMT7,14,617157,"617157[SHORT STATURE, BRACHYDACTYLY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SEIZURES; SBIDDS]"
FBgn0003062,Fib,HGNC:3599,OMIM:134795,FBL,13,,
FBgn0003062,Fib,HGNC:35458,,FBLL1,5,,
FBgn0034802,CNBP,HGNC:13164,OMIM:116955,CNBP,14,602668,602668[MYOTONIC DYSTROPHY 2; DM2]
FBgn0034802,CNBP,HGNC:31749,,ZCCHC13,12,,
FBgn0034800,CG3788,HGNC:23061,OMIM:617340,UPP2,11,,
FBgn0034800,CG3788,HGNC:12576,OMIM:191730,UPP1,14,,
FBgn0034835,CG3092,HGNC:26198,OMIM:617267,MAIP1,3,,
FBgn0050410,Rpi,HGNC:10297,OMIM:180430,RPIA,14,608611,608611[RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY; RPIAD]
FBgn0034854,Golgin245,HGNC:4427,OMIM:602509,GOLGA4,11,,
FBgn0034837,RpL22-like,HGNC:27610,,RPL22L1,8,,
FBgn0034837,RpL22-like,HGNC:10315,OMIM:180474,RPL22,10,,
FBgn0034877,levy,HGNC:2277,OMIM:602072,COX6A1,14,616039,"616039[CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE D; CMTRID]"
FBgn0034877,levy,HGNC:2279,OMIM:602009,COX6A2,12,619062,"619062[MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 18; MC4DN18]"
